"measurement_value","base_date","year","month","day","day_of_week","is_holiday","base_time","hour","category_code","category_description","unit","nx","ny","admin_district_code","city","sub_address"
0.00,2025-03-19,2025,3,19,Wednesday,FALSE,"0900",9,RN1,"1HourRainfall",mm,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
2.40,2025-03-19,2025,3,19,Wednesday,FALSE,"0900",9,T1H,Temperature,Celsius,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
1.70,2025-03-19,2025,3,19,Wednesday,FALSE,"0900",9,UUU,WindSpeedEastWest,m/s,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
289.00,2025-03-19,2025,3,19,Wednesday,FALSE,"0900",9,VEC,WindDirection,deg,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
-0.50,2025-03-19,2025,3,19,Wednesday,FALSE,"0900",9,VVV,WindSpeedSouthNorth,m/s,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
1.80,2025-03-19,2025,3,19,Wednesday,FALSE,"0900",9,WSD,WindSpeed,m/s,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
0.00,2025-03-19,2025,3,19,Wednesday,FALSE,"0900",9,PTY,RainType,"0no1rain2rainSnow3snow5rainDrop6blowRainSnow7blowSnow",53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
44.00,2025-03-19,2025,3,19,Wednesday,FALSE,"0900",9,REH,Humidity,%,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
0.00,2025-03-19,2025,3,19,Wednesday,FALSE,"0900",9,RN1,"1HourRainfall",mm,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
1.40,2025-03-19,2025,3,19,Wednesday,FALSE,"0900",9,T1H,Temperature,Celsius,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
2.10,2025-03-19,2025,3,19,Wednesday,FALSE,"0900",9,UUU,WindSpeedEastWest,m/s,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
283.00,2025-03-19,2025,3,19,Wednesday,FALSE,"0900",9,VEC,WindDirection,deg,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
-0.40,2025-03-19,2025,3,19,Wednesday,FALSE,"0900",9,VVV,WindSpeedSouthNorth,m/s,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
2.20,2025-03-19,2025,3,19,Wednesday,FALSE,"0900",9,WSD,WindSpeed,m/s,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
0.00,2025-03-19,2025,3,19,Wednesday,FALSE,"0900",9,PTY,RainType,"0no1rain2rainSnow3snow5rainDrop6blowRainSnow7blowSnow",66,120,"4150034000",Icheon,Majang-myeon
56.00,2025-03-19,2025,3,19,Wednesday,FALSE,"0900",9,REH,Humidity,%,66,120,"4150034000",Icheon,Majang-myeon
0.00,2025-03-19,2025,3,19,Wednesday,FALSE,"0900",9,RN1,"1HourRainfall",mm,66,120,"4150034000",Icheon,Majang-myeon
0.70,2025-03-19,2025,3,19,Wednesday,FALSE,"0900",9,T1H,Temperature,Celsius,66,120,"4150034000",Icheon,Majang-myeon
-0.70,2025-03-19,2025,3,19,Wednesday,FALSE,"0900",9,UUU,WindSpeedEastWest,m/s,66,120,"4150034000",Icheon,Majang-myeon
127.00,2025-03-19,2025,3,19,Wednesday,FALSE,"0900",9,VEC,WindDirection,deg,66,120,"4150034000",Icheon,Majang-myeon
0.60,2025-03-19,2025,3,19,Wednesday,FALSE,"0900",9,VVV,WindSpeedSouthNorth,m/s,66,120,"4150034000",Icheon,Majang-myeon
1.00,2025-03-19,2025,3,19,Wednesday,FALSE,"0900",9,WSD,WindSpeed,m/s,66,120,"4150034000",Icheon,Majang-myeon
0.00,2025-03-19,2025,3,19,Wednesday,FALSE,"0900",9,PTY,RainType,"0no1rain2rainSnow3snow5rainDrop6blowRainSnow7blowSnow",86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
57.00,2025-03-19,2025,3,19,Wednesday,FALSE,"0900",9,REH,Humidity,%,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
0.00,2025-03-19,2025,3,19,Wednesday,FALSE,"0900",9,RN1,"1HourRainfall",mm,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
3.40,2025-03-19,2025,3,19,Wednesday,FALSE,"0900",9,T1H,Temperature,Celsius,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
0.60,2025-03-19,2025,3,19,Wednesday,FALSE,"0900",9,UUU,WindSpeedEastWest,m/s,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
333.00,2025-03-19,2025,3,19,Wednesday,FALSE,"0900",9,VEC,WindDirection,deg,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
-1.10,2025-03-19,2025,3,19,Wednesday,FALSE,"0900",9,VVV,WindSpeedSouthNorth,m/s,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
1.30,2025-03-19,2025,3,19,Wednesday,FALSE,"0900",9,WSD,WindSpeed,m/s,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
0.00,2025-03-19,2025,3,19,Wednesday,FALSE,"1000",10,PTY,RainType,"0no1rain2rainSnow3snow5rainDrop6blowRainSnow7blowSnow",63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
33.00,2025-03-19,2025,3,19,Wednesday,FALSE,"1000",10,REH,Humidity,%,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
0.00,2025-03-19,2025,3,19,Wednesday,FALSE,"1000",10,RN1,"1HourRainfall",mm,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
3.70,2025-03-19,2025,3,19,Wednesday,FALSE,"1000",10,T1H,Temperature,Celsius,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
1.40,2025-03-19,2025,3,19,Wednesday,FALSE,"1000",10,UUU,WindSpeedEastWest,m/s,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
313.00,2025-03-19,2025,3,19,Wednesday,FALSE,"1000",10,VEC,WindDirection,deg,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
-1.20,2025-03-19,2025,3,19,Wednesday,FALSE,"1000",10,VVV,WindSpeedSouthNorth,m/s,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
1.90,2025-03-19,2025,3,19,Wednesday,FALSE,"1000",10,WSD,WindSpeed,m/s,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
0.00,2025-03-19,2025,3,19,Wednesday,FALSE,"1000",10,PTY,RainType,"0no1rain2rainSnow3snow5rainDrop6blowRainSnow7blowSnow",53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
42.00,2025-03-19,2025,3,19,Wednesday,FALSE,"1000",10,REH,Humidity,%,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
0.00,2025-03-19,2025,3,19,Wednesday,FALSE,"1000",10,RN1,"1HourRainfall",mm,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
3.00,2025-03-19,2025,3,19,Wednesday,FALSE,"1000",10,T1H,Temperature,Celsius,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
3.30,2025-03-19,2025,3,19,Wednesday,FALSE,"1000",10,UUU,WindSpeedEastWest,m/s,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
301.00,2025-03-19,2025,3,19,Wednesday,FALSE,"1000",10,VEC,WindDirection,deg,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
-1.90,2025-03-19,2025,3,19,Wednesday,FALSE,"1000",10,VVV,WindSpeedSouthNorth,m/s,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
3.90,2025-03-19,2025,3,19,Wednesday,FALSE,"1000",10,WSD,WindSpeed,m/s,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
0.00,2025-03-19,2025,3,19,Wednesday,FALSE,"1000",10,PTY,RainType,"0no1rain2rainSnow3snow5rainDrop6blowRainSnow7blowSnow",66,120,"4150034000",Icheon,Majang-myeon
35.00,2025-03-19,2025,3,19,Wednesday,FALSE,"1000",10,REH,Humidity,%,66,120,"4150034000",Icheon,Majang-myeon
0.00,2025-03-19,2025,3,19,Wednesday,FALSE,"1000",10,RN1,"1HourRainfall",mm,66,120,"4150034000",Icheon,Majang-myeon
2.60,2025-03-19,2025,3,19,Wednesday,FALSE,"1000",10,T1H,Temperature,Celsius,66,120,"4150034000",Icheon,Majang-myeon
2.70,2025-03-19,2025,3,19,Wednesday,FALSE,"1000",10,UUU,WindSpeedEastWest,m/s,66,120,"4150034000",Icheon,Majang-myeon
272.00,2025-03-19,2025,3,19,Wednesday,FALSE,"1000",10,VEC,WindDirection,deg,66,120,"4150034000",Icheon,Majang-myeon
0.00,2025-03-19,2025,3,19,Wednesday,FALSE,"1000",10,VVV,WindSpeedSouthNorth,m/s,66,120,"4150034000",Icheon,Majang-myeon
2.70,2025-03-19,2025,3,19,Wednesday,FALSE,"1000",10,WSD,WindSpeed,m/s,66,120,"4150034000",Icheon,Majang-myeon
0.00,2025-03-19,2025,3,19,Wednesday,FALSE,"1000",10,PTY,RainType,"0no1rain2rainSnow3snow5rainDrop6blowRainSnow7blowSnow",86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
44.00,2025-03-19,2025,3,19,Wednesday,FALSE,"1000",10,REH,Humidity,%,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
0.00,2025-03-19,2025,3,19,Wednesday,FALSE,"1000",10,RN1,"1HourRainfall",mm,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
5.10,2025-03-19,2025,3,19,Wednesday,FALSE,"1000",10,T1H,Temperature,Celsius,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
1.10,2025-03-19,2025,3,19,Wednesday,FALSE,"1000",10,UUU,WindSpeedEastWest,m/s,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
306.00,2025-03-19,2025,3,19,Wednesday,FALSE,"1000",10,VEC,WindDirection,deg,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
-0.70,2025-03-19,2025,3,19,Wednesday,FALSE,"1000",10,VVV,WindSpeedSouthNorth,m/s,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
1.40,2025-03-19,2025,3,19,Wednesday,FALSE,"1000",10,WSD,WindSpeed,m/s,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
0.00,2025-03-19,2025,3,19,Wednesday,FALSE,"1100",11,PTY,RainType,"0no1rain2rainSnow3snow5rainDrop6blowRainSnow7blowSnow",63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
26.00,2025-03-19,2025,3,19,Wednesday,FALSE,"1100",11,REH,Humidity,%,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
0.00,2025-03-19,2025,3,19,Wednesday,FALSE,"1100",11,RN1,"1HourRainfall",mm,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
4.90,2025-03-19,2025,3,19,Wednesday,FALSE,"1100",11,T1H,Temperature,Celsius,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
2.90,2025-03-19,2025,3,19,Wednesday,FALSE,"1100",11,UUU,WindSpeedEastWest,m/s,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
268.00,2025-03-19,2025,3,19,Wednesday,FALSE,"1100",11,VEC,WindDirection,deg,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
0.10,2025-03-19,2025,3,19,Wednesday,FALSE,"1100",11,VVV,WindSpeedSouthNorth,m/s,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
2.90,2025-03-19,2025,3,19,Wednesday,FALSE,"1100",11,WSD,WindSpeed,m/s,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
0.00,2025-03-19,2025,3,19,Wednesday,FALSE,"1100",11,PTY,RainType,"0no1rain2rainSnow3snow5rainDrop6blowRainSnow7blowSnow",53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
30.00,2025-03-19,2025,3,19,Wednesday,FALSE,"1100",11,REH,Humidity,%,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
0.00,2025-03-19,2025,3,19,Wednesday,FALSE,"1100",11,RN1,"1HourRainfall",mm,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
3.80,2025-03-19,2025,3,19,Wednesday,FALSE,"1100",11,T1H,Temperature,Celsius,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
3.20,2025-03-19,2025,3,19,Wednesday,FALSE,"1100",11,UUU,WindSpeedEastWest,m/s,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
287.00,2025-03-19,2025,3,19,Wednesday,FALSE,"1100",11,VEC,WindDirection,deg,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
-0.90,2025-03-19,2025,3,19,Wednesday,FALSE,"1100",11,VVV,WindSpeedSouthNorth,m/s,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
3.40,2025-03-19,2025,3,19,Wednesday,FALSE,"1100",11,WSD,WindSpeed,m/s,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
0.00,2025-03-19,2025,3,19,Wednesday,FALSE,"1100",11,PTY,RainType,"0no1rain2rainSnow3snow5rainDrop6blowRainSnow7blowSnow",66,120,"4150034000",Icheon,Majang-myeon
27.00,2025-03-19,2025,3,19,Wednesday,FALSE,"1100",11,REH,Humidity,%,66,120,"4150034000",Icheon,Majang-myeon
0.00,2025-03-19,2025,3,19,Wednesday,FALSE,"1100",11,RN1,"1HourRainfall",mm,66,120,"4150034000",Icheon,Majang-myeon
4.20,2025-03-19,2025,3,19,Wednesday,FALSE,"1100",11,T1H,Temperature,Celsius,66,120,"4150034000",Icheon,Majang-myeon
2.50,2025-03-19,2025,3,19,Wednesday,FALSE,"1100",11,UUU,WindSpeedEastWest,m/s,66,120,"4150034000",Icheon,Majang-myeon
263.00,2025-03-19,2025,3,19,Wednesday,FALSE,"1100",11,VEC,WindDirection,deg,66,120,"4150034000",Icheon,Majang-myeon
0.30,2025-03-19,2025,3,19,Wednesday,FALSE,"1100",11,VVV,WindSpeedSouthNorth,m/s,66,120,"4150034000",Icheon,Majang-myeon
2.50,2025-03-19,2025,3,19,Wednesday,FALSE,"1100",11,WSD,WindSpeed,m/s,66,120,"4150034000",Icheon,Majang-myeon
0.00,2025-03-19,2025,3,19,Wednesday,FALSE,"1100",11,PTY,RainType,"0no1rain2rainSnow3snow5rainDrop6blowRainSnow7blowSnow",86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
37.00,2025-03-19,2025,3,19,Wednesday,FALSE,"1100",11,REH,Humidity,%,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
0.00,2025-03-19,2025,3,19,Wednesday,FALSE,"1100",11,RN1,"1HourRainfall",mm,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
5.90,2025-03-19,2025,3,19,Wednesday,FALSE,"1100",11,T1H,Temperature,Celsius,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
1.00,2025-03-19,2025,3,19,Wednesday,FALSE,"1100",11,UUU,WindSpeedEastWest,m/s,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
305.00,2025-03-19,2025,3,19,Wednesday,FALSE,"1100",11,VEC,WindDirection,deg,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
-0.60,2025-03-19,2025,3,19,Wednesday,FALSE,"1100",11,VVV,WindSpeedSouthNorth,m/s,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
1.20,2025-03-19,2025,3,19,Wednesday,FALSE,"1100",11,WSD,WindSpeed,m/s,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
0.00,2025-03-19,2025,3,19,Wednesday,FALSE,"1200",12,PTY,RainType,"0no1rain2rainSnow3snow5rainDrop6blowRainSnow7blowSnow",63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
25.00,2025-03-19,2025,3,19,Wednesday,FALSE,"1200",12,REH,Humidity,%,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
0.00,2025-03-19,2025,3,19,Wednesday,FALSE,"1200",12,RN1,"1HourRainfall",mm,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
5.50,2025-03-19,2025,3,19,Wednesday,FALSE,"1200",12,T1H,Temperature,Celsius,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
1.00,2025-03-19,2025,3,19,Wednesday,FALSE,"1200",12,UUU,WindSpeedEastWest,m/s,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
332.00,2025-03-19,2025,3,19,Wednesday,FALSE,"1200",12,VEC,WindDirection,deg,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
-1.80,2025-03-19,2025,3,19,Wednesday,FALSE,"1200",12,VVV,WindSpeedSouthNorth,m/s,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
2.10,2025-03-19,2025,3,19,Wednesday,FALSE,"1200",12,WSD,WindSpeed,m/s,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
0.00,2025-03-19,2025,3,19,Wednesday,FALSE,"1200",12,PTY,RainType,"0no1rain2rainSnow3snow5rainDrop6blowRainSnow7blowSnow",53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
27.00,2025-03-19,2025,3,19,Wednesday,FALSE,"1200",12,REH,Humidity,%,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
0.00,2025-03-19,2025,3,19,Wednesday,FALSE,"1200",12,RN1,"1HourRainfall",mm,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
4.30,2025-03-19,2025,3,19,Wednesday,FALSE,"1200",12,T1H,Temperature,Celsius,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
3.20,2025-03-19,2025,3,19,Wednesday,FALSE,"1200",12,UUU,WindSpeedEastWest,m/s,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
281.00,2025-03-19,2025,3,19,Wednesday,FALSE,"1200",12,VEC,WindDirection,deg,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
-0.50,2025-03-19,2025,3,19,Wednesday,FALSE,"1200",12,VVV,WindSpeedSouthNorth,m/s,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
3.30,2025-03-19,2025,3,19,Wednesday,FALSE,"1200",12,WSD,WindSpeed,m/s,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
0.00,2025-03-19,2025,3,19,Wednesday,FALSE,"1200",12,PTY,RainType,"0no1rain2rainSnow3snow5rainDrop6blowRainSnow7blowSnow",66,120,"4150034000",Icheon,Majang-myeon
26.00,2025-03-19,2025,3,19,Wednesday,FALSE,"1200",12,REH,Humidity,%,66,120,"4150034000",Icheon,Majang-myeon
0.00,2025-03-19,2025,3,19,Wednesday,FALSE,"1200",12,RN1,"1HourRainfall",mm,66,120,"4150034000",Icheon,Majang-myeon
4.60,2025-03-19,2025,3,19,Wednesday,FALSE,"1200",12,T1H,Temperature,Celsius,66,120,"4150034000",Icheon,Majang-myeon
3.30,2025-03-19,2025,3,19,Wednesday,FALSE,"1200",12,UUU,WindSpeedEastWest,m/s,66,120,"4150034000",Icheon,Majang-myeon
282.00,2025-03-19,2025,3,19,Wednesday,FALSE,"1200",12,VEC,WindDirection,deg,66,120,"4150034000",Icheon,Majang-myeon
-0.60,2025-03-19,2025,3,19,Wednesday,FALSE,"1200",12,VVV,WindSpeedSouthNorth,m/s,66,120,"4150034000",Icheon,Majang-myeon
3.40,2025-03-19,2025,3,19,Wednesday,FALSE,"1200",12,WSD,WindSpeed,m/s,66,120,"4150034000",Icheon,Majang-myeon
0.00,2025-03-19,2025,3,19,Wednesday,FALSE,"1200",12,PTY,RainType,"0no1rain2rainSnow3snow5rainDrop6blowRainSnow7blowSnow",86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
31.00,2025-03-19,2025,3,19,Wednesday,FALSE,"1200",12,REH,Humidity,%,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
0.00,2025-03-19,2025,3,19,Wednesday,FALSE,"1200",12,RN1,"1HourRainfall",mm,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
7.50,2025-03-19,2025,3,19,Wednesday,FALSE,"1200",12,T1H,Temperature,Celsius,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
0.80,2025-03-19,2025,3,19,Wednesday,FALSE,"1200",12,UUU,WindSpeedEastWest,m/s,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
333.00,2025-03-19,2025,3,19,Wednesday,FALSE,"1200",12,VEC,WindDirection,deg,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
-1.50,2025-03-19,2025,3,19,Wednesday,FALSE,"1200",12,VVV,WindSpeedSouthNorth,m/s,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
1.80,2025-03-19,2025,3,19,Wednesday,FALSE,"1200",12,WSD,WindSpeed,m/s,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
0.00,2025-03-19,2025,3,19,Wednesday,FALSE,"1300",13,PTY,RainType,"0no1rain2rainSnow3snow5rainDrop6blowRainSnow7blowSnow",63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
23.00,2025-03-19,2025,3,19,Wednesday,FALSE,"1300",13,REH,Humidity,%,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
0.00,2025-03-19,2025,3,19,Wednesday,FALSE,"1300",13,RN1,"1HourRainfall",mm,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
6.00,2025-03-19,2025,3,19,Wednesday,FALSE,"1300",13,T1H,Temperature,Celsius,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
1.50,2025-03-19,2025,3,19,Wednesday,FALSE,"1300",13,UUU,WindSpeedEastWest,m/s,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
329.00,2025-03-19,2025,3,19,Wednesday,FALSE,"1300",13,VEC,WindDirection,deg,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
-2.40,2025-03-19,2025,3,19,Wednesday,FALSE,"1300",13,VVV,WindSpeedSouthNorth,m/s,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
2.90,2025-03-19,2025,3,19,Wednesday,FALSE,"1300",13,WSD,WindSpeed,m/s,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
0.00,2025-03-19,2025,3,19,Wednesday,FALSE,"1300",13,PTY,RainType,"0no1rain2rainSnow3snow5rainDrop6blowRainSnow7blowSnow",53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
29.00,2025-03-19,2025,3,19,Wednesday,FALSE,"1300",13,REH,Humidity,%,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
0.00,2025-03-19,2025,3,19,Wednesday,FALSE,"1300",13,RN1,"1HourRainfall",mm,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
4.80,2025-03-19,2025,3,19,Wednesday,FALSE,"1300",13,T1H,Temperature,Celsius,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
3.20,2025-03-19,2025,3,19,Wednesday,FALSE,"1300",13,UUU,WindSpeedEastWest,m/s,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
277.00,2025-03-19,2025,3,19,Wednesday,FALSE,"1300",13,VEC,WindDirection,deg,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
-0.30,2025-03-19,2025,3,19,Wednesday,FALSE,"1300",13,VVV,WindSpeedSouthNorth,m/s,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
3.20,2025-03-19,2025,3,19,Wednesday,FALSE,"1300",13,WSD,WindSpeed,m/s,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
0.00,2025-03-19,2025,3,19,Wednesday,FALSE,"1300",13,PTY,RainType,"0no1rain2rainSnow3snow5rainDrop6blowRainSnow7blowSnow",66,120,"4150034000",Icheon,Majang-myeon
26.00,2025-03-19,2025,3,19,Wednesday,FALSE,"1300",13,REH,Humidity,%,66,120,"4150034000",Icheon,Majang-myeon
0.00,2025-03-19,2025,3,19,Wednesday,FALSE,"1300",13,RN1,"1HourRainfall",mm,66,120,"4150034000",Icheon,Majang-myeon
5.60,2025-03-19,2025,3,19,Wednesday,FALSE,"1300",13,T1H,Temperature,Celsius,66,120,"4150034000",Icheon,Majang-myeon
2.00,2025-03-19,2025,3,19,Wednesday,FALSE,"1300",13,UUU,WindSpeedEastWest,m/s,66,120,"4150034000",Icheon,Majang-myeon
239.00,2025-03-19,2025,3,19,Wednesday,FALSE,"1300",13,VEC,WindDirection,deg,66,120,"4150034000",Icheon,Majang-myeon
1.20,2025-03-19,2025,3,19,Wednesday,FALSE,"1300",13,VVV,WindSpeedSouthNorth,m/s,66,120,"4150034000",Icheon,Majang-myeon
2.30,2025-03-19,2025,3,19,Wednesday,FALSE,"1300",13,WSD,WindSpeed,m/s,66,120,"4150034000",Icheon,Majang-myeon
0.00,2025-03-19,2025,3,19,Wednesday,FALSE,"1300",13,PTY,RainType,"0no1rain2rainSnow3snow5rainDrop6blowRainSnow7blowSnow",86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
29.00,2025-03-19,2025,3,19,Wednesday,FALSE,"1300",13,REH,Humidity,%,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
0.00,2025-03-19,2025,3,19,Wednesday,FALSE,"1300",13,RN1,"1HourRainfall",mm,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
9.70,2025-03-19,2025,3,19,Wednesday,FALSE,"1300",13,T1H,Temperature,Celsius,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
0.60,2025-03-19,2025,3,19,Wednesday,FALSE,"1300",13,UUU,WindSpeedEastWest,m/s,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
326.00,2025-03-19,2025,3,19,Wednesday,FALSE,"1300",13,VEC,WindDirection,deg,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
-0.80,2025-03-19,2025,3,19,Wednesday,FALSE,"1300",13,VVV,WindSpeedSouthNorth,m/s,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
1.10,2025-03-19,2025,3,19,Wednesday,FALSE,"1300",13,WSD,WindSpeed,m/s,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
0.00,2025-03-19,2025,3,19,Wednesday,FALSE,"1400",14,PTY,RainType,"0no1rain2rainSnow3snow5rainDrop6blowRainSnow7blowSnow",63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
24.00,2025-03-19,2025,3,19,Wednesday,FALSE,"1400",14,REH,Humidity,%,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
0.00,2025-03-19,2025,3,19,Wednesday,FALSE,"1400",14,RN1,"1HourRainfall",mm,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
7.70,2025-03-19,2025,3,19,Wednesday,FALSE,"1400",14,T1H,Temperature,Celsius,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
2.00,2025-03-19,2025,3,19,Wednesday,FALSE,"1400",14,UUU,WindSpeedEastWest,m/s,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
233.00,2025-03-19,2025,3,19,Wednesday,FALSE,"1400",14,VEC,WindDirection,deg,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
